Member_number,Date,itemDescription
2876,19-09-2015,chewing gum
3736,26-02-2015,root vegetables
3402,16-08-2015,sauces
1397,21-12-2015,whipped/sour cream
3497,15-08-2015,white bread
3044,07-06-2015,UHT-milk
1296,23-11-2015,yogurt
3999,16-11-2015,rolls/buns
2492,10-11-2015,whole milk
1572,21-09-2015,candy
4224,29-01-2015,brown bread
2352,31-01-2015,shopping bags
3609,23-02-2015,frozen meals
4142,17-11-2015,beverages
2736,26-12-2015,butter milk
2517,20-03-2015,domestic eggs
4999,18-02-2015,onions
4338,24-03-2015,pickled vegetables
2215,26-11-2015,cream cheese 
2745,21-04-2015,other vegetables
2861,12-03-2015,tropical fruit
3553,10-05-2015,other vegetables
2993,05-05-2015,napkins
4365,20-02-2015,whole milk
2860,20-12-2015,flower (seeds)
3760,22-11-2015,sliced cheese
2505,22-04-2015,whole milk
1485,12-07-2015,other vegetables
4608,27-04-2015,ketchup
2873,15-07-2015,liquor (appetizer)
4848,07-07-2015,rolls/buns
2550,23-12-2015,whipped/sour cream
2085,22-04-2015,candy
2549,24-08-2015,soda
1200,08-08-2015,root vegetables
3463,09-05-2015,shopping bags
3583,02-08-2015,male cosmetics
1276,26-03-2015,yogurt
2951,22-12-2015,domestic eggs
4970,23-07-2015,sliced cheese
1492,20-01-2015,other vegetables
3864,26-08-2015,sugar
2506,17-11-2015,other vegetables
4285,22-04-2015,roll products 
4822,26-02-2015,other vegetables
3588,15-12-2015,berries
2520,06-12-2015,soda
1088,14-01-2015,berries
1486,23-09-2015,beef
4080,03-07-2015,whole milk
3058,27-07-2015,butter
3133,01-12-2015,curd cheese
1731,17-08-2015,whole milk
2436,17-02-2015,margarine
3452,15-05-2015,pastry
2761,11-01-2015,semi-finished bread
1705,28-07-2015,whole milk
3221,01-04-2015,berries
1384,19-12-2015,domestic eggs
4570,22-08-2015,tropical fruit
2506,27-12-2015,soda
3380,23-04-2015,flour
2765,30-11-2015,yogurt
4840,05-06-2015,whipped/sour cream
1685,18-08-2015,whole milk
2028,01-03-2015,frozen vegetables
1125,27-08-2015,pastry
1054,02-09-2015,oil
4274,23-01-2015,other vegetables
2710,14-10-2015,long life bakery product
2699,28-11-2015,pastry
1918,29-09-2015,butter milk
4936,02-03-2015,root vegetables
2535,20-03-2015,rolls/buns
4495,24-08-2015,domestic eggs
4216,24-02-2015,rolls/buns
1515,21-09-2015,cat food
2604,26-01-2015,white bread
4820,07-12-2015,snack products
2340,28-11-2015,whole milk
2864,13-03-2015,tropical fruit
1366,29-11-2015,beef
3317,29-06-2015,dessert
4218,11-01-2015,berries
3958,04-11-2015,rolls/buns
1309,01-04-2015,cocoa drinks
1394,24-05-2015,bottled beer
4412,04-05-2015,frozen vegetables
3649,21-06-2015,yogurt
4805,13-10-2015,whole milk
1599,20-04-2015,whole milk
4321,12-09-2015,newspapers
3397,20-02-2015,curd
3767,06-06-2015,beverages
2781,01-06-2015,other vegetables
3750,17-05-2015,curd
4574,27-11-2015,whole milk
4180,01-04-2015,brown bread
3897,01-02-2015,UHT-milk
4333,01-07-2015,soft cheese
3796,06-06-2015,bottled beer
2240,18-05-2015,canned beer
2967,06-02-2015,domestic eggs
2581,14-12-2015,coffee
1248,15-12-2015,whole milk
3830,18-10-2015,coffee
3976,08-05-2015,onions
1842,23-02-2015,cream cheese 
1626,18-02-2015,chewing gum
4059,05-01-2015,whole milk
2370,12-09-2015,chocolate
4466,03-09-2015,yogurt
2404,10-02-2015,yogurt
3224,14-03-2015,shopping bags
1478,12-02-2015,bottled water
2229,22-12-2015,misc. beverages
4418,04-10-2015,rolls/buns
3571,07-07-2015,baking powder
2234,27-02-2015,root vegetables
3416,07-02-2015,canned beer
3429,29-06-2015,root vegetables
1046,24-06-2015,bottled water
4498,19-04-2015,chocolate
2152,03-09-2015,whisky
1425,18-03-2015,brown bread
3946,19-11-2015,newspapers
1009,14-05-2015,yogurt
2825,25-12-2015,whisky
4592,22-06-2015,chocolate
1449,27-05-2015,soda
1837,18-06-2015,domestic eggs
4322,31-10-2015,chocolate
2039,18-06-2015,oil
3999,19-05-2015,fruit/vegetable juice
1183,04-01-2015,domestic eggs
2441,03-07-2015,rolls/buns
2739,19-09-2015,specialty bar
3049,05-02-2015,yogurt
1697,29-05-2015,kitchen towels
4109,24-08-2015,other vegetables
3217,20-03-2015,cream cheese 
4879,12-10-2015,yogurt
3505,11-10-2015,domestic eggs
4292,26-10-2015,yogurt
4813,04-08-2015,specialty chocolate
1379,17-04-2015,cream cheese 
3410,31-05-2015,rolls/buns
4074,10-09-2015,flour
3438,04-01-2015,waffles
2919,30-06-2015,candles
1401,29-05-2015,soda
2074,20-12-2015,UHT-milk
4193,30-08-2015,specialty chocolate
1195,04-11-2015,liquor
4850,15-07-2015,packaged fruit/vegetables
3255,08-01-2015,whole milk
2572,27-05-2015,dog food
3803,14-12-2015,vinegar
3342,22-06-2015,long life bakery product
3167,20-08-2015,specialty chocolate
3517,14-07-2015,hard cheese
1391,14-03-2015,yogurt
2682,20-01-2015,whole milk
1363,15-01-2015,hard cheese
4849,17-05-2015,berries
3107,16-11-2015,frozen vegetables
2171,22-04-2015,ice cream
2286,19-06-2015,napkins
1449,03-10-2015,tropical fruit
2192,10-02-2015,soda
1926,29-05-2015,brown bread
1245,04-12-2015,shopping bags
4034,13-11-2015,rolls/buns
3719,22-02-2015,canned beer
1033,15-06-2015,waffles
1293,26-10-2015,specialty cheese
3737,12-12-2015,soda
1114,26-04-2015,shopping bags
2286,04-12-2015,other vegetables
1782,13-09-2015,yogurt
2837,19-09-2015,citrus fruit
2011,23-12-2015,candles
3067,22-09-2015,margarine
3191,30-12-2015,chocolate marshmallow
4161,24-09-2015,fruit/vegetable juice
2526,16-10-2015,yogurt
1582,08-07-2015,margarine
3663,20-11-2015,rolls/buns
1237,08-03-2015,hard cheese
2635,17-09-2015,specialty bar
3034,22-05-2015,other vegetables
3005,12-07-2015,fruit/vegetable juice
2476,30-07-2015,canned beer
1052,15-05-2015,whipped/sour cream
3781,23-09-2015,pip fruit
4736,03-04-2015,onions
4101,30-01-2015,rolls/buns
2535,17-10-2015,frozen vegetables
1924,07-09-2015,semi-finished bread
3079,04-01-2015,chicken
4270,08-02-2015,shopping bags
2797,12-09-2015,coffee
3813,18-01-2015,cat food
4412,20-12-2015,napkins
2997,02-06-2015,soda
3703,24-03-2015,chocolate
2260,02-10-2015,chocolate
3583,03-12-2015,whipped/sour cream
2513,30-01-2015,rolls/buns
4336,25-09-2015,prosecco
2017,19-02-2015,white wine
2787,09-05-2015,specialty bar
3460,14-09-2015,dessert
4056,29-08-2015,herbs
2063,23-08-2015,cream cheese 
2085,04-04-2015,domestic eggs
3778,13-03-2015,meat
2691,09-03-2015,rolls/buns
2534,08-11-2015,specialty cheese
2315,17-12-2015,roll products 
1094,16-05-2015,soda
4529,24-05-2015,tropical fruit
2745,29-04-2015,coffee
4352,28-11-2015,dog food
2783,31-03-2015,cream cheese 
3280,14-04-2015,tropical fruit
3473,07-04-2015,liquor (appetizer)
3476,28-06-2015,white bread
2173,11-08-2015,long life bakery product
4170,11-05-2015,onions
1596,14-07-2015,beverages
1265,13-04-2015,yogurt
1259,20-09-2015,whole milk
4102,23-10-2015,grapes
3465,16-04-2015,white wine
3504,05-11-2015,other vegetables
3336,26-03-2015,tropical fruit
3001,14-11-2015,bottled water
4078,18-04-2015,shopping bags
3244,20-11-2015,newspapers
3544,10-03-2015,hard cheese
2760,14-04-2015,soda
4643,02-12-2015,UHT-milk
3601,20-12-2015,other vegetables
2275,02-08-2015,pet care
3082,10-04-2015,pip fruit
4273,22-01-2015,red/blush wine
1951,22-10-2015,rolls/buns
3589,31-01-2015,rolls/buns
2404,15-10-2015,whole milk
3619,07-04-2015,dessert
4733,09-03-2015,other vegetables
4868,02-05-2015,long life bakery product
3410,03-07-2015,coffee
4937,14-02-2015,bottled water
2979,09-08-2015,onions
2278,10-08-2015,coffee
4512,08-11-2015,newspapers
1940,18-11-2015,chocolate
1867,29-03-2015,fruit/vegetable juice
1888,21-05-2015,whipped/sour cream
2073,18-06-2015,domestic eggs
4023,21-01-2015,soda
4416,29-10-2015,white bread
4210,07-08-2015,other vegetables
1520,26-02-2015,yogurt
1890,20-04-2015,curd
3079,30-01-2015,chocolate
1772,02-11-2015,brown bread
1361,12-07-2015,salt
4073,13-02-2015,butter milk
2128,24-04-2015,frozen meals
1882,25-09-2015,chocolate
4895,01-06-2015,specialty bar
1431,05-03-2015,whole milk
2159,17-07-2015,white bread
2666,14-12-2015,fruit/vegetable juice
2986,19-05-2015,whole milk
3491,26-10-2015,female sanitary products
3844,14-08-2015,curd
4002,30-04-2015,white wine
3963,26-01-2015,meat spreads
2997,03-08-2015,soda
4122,05-06-2015,chocolate
4326,11-04-2015,yogurt
4331,10-09-2015,sugar
4199,29-12-2015,UHT-milk
1910,25-09-2015,margarine
2713,18-08-2015,rolls/buns
4535,05-12-2015,rolls/buns
1529,17-06-2015,soda
4361,18-02-2015,bottled water
1208,21-08-2015,frozen meals
1789,22-10-2015,yogurt
4592,07-08-2015,hamburger meat
2141,08-03-2015,whole milk
1425,24-09-2015,other vegetables
3264,13-01-2015,dessert
4575,10-12-2015,other vegetables
1042,22-05-2015,bottled water
4624,18-05-2015,whipped/sour cream
1692,08-05-2015,chicken
4861,28-03-2015,frozen vegetables
1409,28-07-2015,tropical fruit
4403,08-05-2015,yogurt
1000,25-11-2015,hygiene articles
2359,28-08-2015,margarine
1613,08-08-2015,cream cheese 
2632,17-08-2015,frozen meals
3974,19-06-2015,curd
1742,27-11-2015,root vegetables
3281,25-10-2015,root vegetables
2610,21-10-2015,pastry
3209,25-01-2015,newspapers
1032,13-07-2015,whipped/sour cream
2257,15-05-2015,yogurt
4500,08-06-2015,flour
2134,27-08-2015,whole milk
4542,18-01-2015,coffee
1921,23-02-2015,rolls/buns
3363,29-12-2015,margarine
3220,07-11-2015,rolls/buns
2547,06-04-2015,other vegetables
3675,03-08-2015,white wine
3410,30-08-2015,onions
3721,04-07-2015,soda
2204,27-09-2015,liquor (appetizer)
2251,27-02-2015,packaged fruit/vegetables
4706,07-08-2015,whole milk
1762,21-01-2015,other vegetables
2996,08-01-2015,other vegetables
3727,19-05-2015,curd
4230,25-06-2015,white wine
2089,16-10-2015,curd
1452,21-05-2015,whole milk
4176,05-05-2015,flour
2484,12-08-2015,newspapers
3590,30-05-2015,salt
1015,22-03-2015,beef
4942,29-01-2015,bottled water
2038,17-05-2015,whole milk
4024,11-03-2015,grapes
4089,04-10-2015,rolls/buns
2287,23-09-2015,rolls/buns
1946,08-12-2015,candy
4899,13-03-2015,other vegetables
4656,01-11-2015,coffee
1340,18-11-2015,brown bread
3800,08-02-2015,root vegetables
4883,16-01-2015,frozen fish
4752,18-05-2015,pip fruit
4120,13-03-2015,rolls/buns
1776,20-03-2015,yogurt
4445,15-04-2015,flour
1515,06-11-2015,candy
4470,23-06-2015,other vegetables
2551,06-06-2015,rolls/buns
2062,03-09-2015,bottled beer
4407,19-02-2015,domestic eggs
1479,15-05-2015,shopping bags
1049,04-08-2015,candy
3062,22-03-2015,whole milk
3328,15-10-2015,soda
2269,20-09-2015,rolls/buns
2195,10-07-2015,canned fish
4757,12-01-2015,yogurt
4883,16-05-2015,shopping bags
1846,11-09-2015,root vegetables
4439,21-08-2015,rolls/buns
2102,25-01-2015,beef
3333,22-02-2015,rolls/buns
4486,06-11-2015,rolls/buns
3010,14-08-2015,root vegetables
1206,02-01-2015,cat food
2220,07-01-2015,pastry
1989,09-09-2015,mustard
3635,19-06-2015,newspapers
1275,11-04-2015,citrus fruit
3433,22-08-2015,whipped/sour cream
1426,08-07-2015,pip fruit
1110,09-09-2015,yogurt
4163,23-04-2015,liquor
4809,28-09-2015,pip fruit
3559,02-07-2015,shopping bags
3385,28-06-2015,other vegetables
4523,27-02-2015,zwieback
4335,05-01-2015,other vegetables
1900,08-01-2015,soda
1859,28-05-2015,meat
3139,17-02-2015,cat food
1614,03-02-2015,whole milk
4694,07-07-2015,misc. beverages
4257,18-08-2015,whole milk
1604,11-11-2015,fruit/vegetable juice
4857,28-07-2015,tropical fruit
2017,23-10-2015,UHT-milk
3239,27-11-2015,yogurt
4194,11-05-2015,chewing gum
1014,04-01-2015,cookware
3651,04-07-2015,yogurt
1591,20-03-2015,hard cheese
1572,14-07-2015,whipped/sour cream
2255,18-12-2015,cake bar
1793,22-10-2015,frozen meals
3256,30-07-2015,soda
3176,05-02-2015,red/blush wine
2790,11-10-2015,tropical fruit
3581,12-04-2015,rolls/buns
1190,27-10-2015,waffles
4960,15-08-2015,salty snack
1697,17-11-2015,soda
1208,16-12-2015,butter milk
1148,14-01-2015,yogurt
1763,27-12-2015,semi-finished bread
4526,21-08-2015,yogurt
4447,01-05-2015,butter
3521,17-07-2015,whole milk
2969,08-12-2015,waffles
2790,11-10-2015,other vegetables
4328,29-08-2015,yogurt
3484,22-09-2015,salty snack
2467,07-10-2015,yogurt
4722,16-12-2015,bottled water
1490,04-10-2015,detergent
4655,02-08-2015,rolls/buns
2842,29-07-2015,whole milk
1796,03-11-2015,yogurt
4426,18-05-2015,curd
2656,02-02-2015,cleaner
4440,11-04-2015,root vegetables
3682,06-08-2015,oil
2897,27-01-2015,yogurt
3316,07-01-2015,cleaner
1494,26-03-2015,shopping bags
4427,31-01-2015,white bread
1322,16-09-2015,curd
3354,09-11-2015,hygiene articles
2169,20-09-2015,rum
2140,30-12-2015,other vegetables
1921,11-11-2015,whipped/sour cream
2101,10-04-2015,onions
3204,25-02-2015,curd
3544,04-04-2015,chocolate
3659,28-04-2015,whole milk
2233,10-04-2015,bottled beer
1832,23-04-2015,sauces
3133,25-12-2015,white wine
3438,25-07-2015,Instant food products
3294,05-04-2015,root vegetables
1035,23-05-2015,frozen vegetables
4067,16-10-2015,pastry
1710,05-12-2015,rolls/buns
4781,25-01-2015,candles
1768,18-04-2015,long life bakery product
3907,24-06-2015,whipped/sour cream
4885,16-10-2015,whipped/sour cream
4584,02-12-2015,newspapers
3728,12-06-2015,waffles
1875,29-07-2015,butter milk
1881,15-10-2015,bottled water
2997,10-02-2015,specialty chocolate
4190,23-09-2015,citrus fruit
3283,02-07-2015,onions
1903,10-03-2015,tropical fruit
4949,18-08-2015,rolls/buns
2460,18-12-2015,butter
4726,01-03-2015,tropical fruit
3066,06-12-2015,soda
1239,22-03-2015,processed cheese
3495,17-06-2015,candy
1848,20-06-2015,fruit/vegetable juice
2705,16-11-2015,hamburger meat
3042,27-12-2015,root vegetables
3088,30-04-2015,chocolate
3728,15-03-2015,specialty chocolate
4634,26-02-2015,hard cheese
3542,16-06-2015,beef
1666,15-04-2015,long life bakery product
3617,17-04-2015,other vegetables
3209,25-12-2015,UHT-milk
2284,11-03-2015,ice cream
2716,23-09-2015,ice cream
1499,09-11-2015,soda
4695,03-10-2015,beef
3597,13-12-2015,specialty chocolate
2408,09-09-2015,liquor
2413,25-10-2015,other vegetables
3664,30-05-2015,other vegetables
4483,15-08-2015,chocolate marshmallow
1265,03-10-2015,brown bread
2235,13-09-2015,root vegetables
1730,25-12-2015,semi-finished bread
4920,21-02-2015,yogurt
4555,09-07-2015,soda
2069,16-03-2015,sugar
2954,05-06-2015,brown bread
4893,01-03-2015,napkins
1961,15-12-2015,rolls/buns
1165,29-12-2015,spices
2489,22-12-2015,beverages
1383,23-02-2015,tropical fruit
4812,17-03-2015,canned beer
1235,29-05-2015,waffles
4313,23-06-2015,soda
4044,01-12-2015,hamburger meat
2926,29-10-2015,yogurt
2764,25-02-2015,bottled water
4340,26-01-2015,whole milk
2106,28-08-2015,cream cheese 
1083,06-02-2015,sliced cheese
2043,07-03-2015,rolls/buns
4196,07-11-2015,whipped/sour cream
3844,17-09-2015,pip fruit
2248,17-03-2015,newspapers
3280,13-07-2015,UHT-milk
1678,01-08-2015,onions
4567,04-08-2015,whole milk
1614,21-10-2015,napkins
4251,17-01-2015,pastry
4064,17-09-2015,butter milk
4629,24-02-2015,whole milk
4249,04-12-2015,other vegetables
2798,22-08-2015,pastry
4944,06-09-2015,bottled beer
4495,16-12-2015,beef
4524,02-05-2015,specialty bar
2941,26-09-2015,yogurt
2862,08-08-2015,long life bakery product
3248,19-06-2015,pork
1001,14-04-2015,white bread
2104,20-10-2015,cream cheese 
2083,19-06-2015,other vegetables
1932,27-06-2015,tropical fruit
3760,03-11-2015,soda
2894,14-03-2015,newspapers
3590,09-01-2015,citrus fruit
4616,14-02-2015,condensed milk
2527,20-01-2015,meat
2327,06-07-2015,pip fruit
4091,25-02-2015,whole milk
4735,01-04-2015,whole milk
4195,04-05-2015,other vegetables
1017,16-05-2015,rolls/buns
4115,22-05-2015,waffles
1339,05-05-2015,whole milk
4037,29-12-2015,root vegetables
2789,01-06-2015,grapes
1620,20-08-2015,yogurt
4656,27-01-2015,cat food
4795,30-07-2015,sliced cheese
3843,04-09-2015,grapes
4710,20-04-2015,pasta
1090,04-10-2015,yogurt
1539,07-04-2015,margarine
2114,24-05-2015,soups
4236,13-10-2015,canned beer
4727,06-10-2015,root vegetables
1967,23-06-2015,seasonal products
1584,31-01-2015,whole milk
4883,28-08-2015,other vegetables
4039,19-01-2015,vinegar
3927,09-12-2015,rolls/buns
3594,11-09-2015,other vegetables
4129,07-11-2015,margarine
2616,16-05-2015,pip fruit
2539,15-11-2015,tropical fruit
2556,28-08-2015,pastry
3855,18-06-2015,domestic eggs
2089,15-10-2015,cream cheese 
2466,28-08-2015,whole milk
1211,19-04-2015,other vegetables
1370,05-07-2015,chocolate
3779,10-10-2015,domestic eggs
3498,31-03-2015,root vegetables
1613,06-04-2015,whipped/sour cream
1176,17-08-2015,other vegetables
4027,29-06-2015,pip fruit
4389,17-12-2015,liquor
2578,28-05-2015,root vegetables
1342,19-02-2015,pastry
2210,07-09-2015,rolls/buns
4807,08-04-2015,waffles
2799,10-09-2015,pickled vegetables
2957,27-11-2015,grapes
3566,14-12-2015,pork
4768,13-03-2015,flour
4853,04-10-2015,whole milk
3791,25-03-2015,yogurt
3235,14-11-2015,long life bakery product
3866,07-07-2015,whole milk
4385,17-11-2015,margarine
4938,10-12-2015,other vegetables
1528,15-09-2015,chicken
4273,21-03-2015,whole milk
1329,23-05-2015,whipped/sour cream
4158,11-11-2015,domestic eggs
1558,06-04-2015,other vegetables
4782,31-05-2015,berries
4606,15-05-2015,dishes
3066,05-05-2015,other vegetables
2299,10-11-2015,newspapers
3677,01-09-2015,domestic eggs
3947,13-06-2015,liver loaf
2475,23-07-2015,napkins
4677,09-04-2015,rolls/buns
1890,27-05-2015,specialty chocolate
3645,05-12-2015,rolls/buns
4951,24-11-2015,pip fruit
1718,14-03-2015,frozen vegetables
1304,17-08-2015,whole milk
2018,25-08-2015,chocolate
3232,10-06-2015,ice cream
4905,25-11-2015,other vegetables
1238,01-03-2015,margarine
4892,13-04-2015,make up remover
4152,18-06-2015,sugar
1790,05-02-2015,other vegetables
1874,10-02-2015,other vegetables
4708,06-06-2015,processed cheese
3852,01-04-2015,other vegetables
4688,08-05-2015,rolls/buns
1042,16-10-2015,other vegetables
4908,20-05-2015,soda
1780,12-07-2015,rolls/buns
1438,11-05-2015,beef
1265,19-01-2015,other vegetables
3669,10-02-2015,white bread
2412,13-03-2015,hard cheese
1818,10-09-2015,specialty bar
2601,27-06-2015,ready soups
1905,31-07-2015,whole milk
1407,26-06-2015,citrus fruit
3754,02-01-2015,whole milk
2743,05-05-2015,dog food
2211,22-09-2015,canned beer
4138,12-06-2015,light bulbs
4141,12-11-2015,pot plants
4826,15-06-2015,other vegetables
2685,07-10-2015,yogurt
3793,02-07-2015,rolls/buns
4687,23-09-2015,other vegetables
2277,18-01-2015,shopping bags
4518,20-07-2015,rice
1997,28-12-2015,pip fruit
4114,07-08-2015,salty snack
1097,25-09-2015,whipped/sour cream
2568,22-09-2015,flour
1997,20-08-2015,newspapers
4987,07-01-2015,waffles
2404,02-06-2015,flour
1619,04-03-2015,jam
3640,13-03-2015,domestic eggs
4537,27-10-2015,salty snack
3519,30-07-2015,hamburger meat
3587,08-06-2015,hair spray
1232,01-07-2015,grapes
2597,15-08-2015,soda
1878,10-01-2015,soda
2860,01-03-2015,shopping bags
4006,14-06-2015,root vegetables
4536,13-09-2015,dessert
4180,04-06-2015,whole milk
1384,23-03-2015,other vegetables
3322,11-10-2015,yogurt
2543,13-08-2015,cream cheese 
3763,27-06-2015,whole milk
4459,08-02-2015,hamburger meat
2736,25-05-2015,soda
1549,18-03-2015,beef
2047,20-12-2015,frozen vegetables
3754,22-01-2015,hamburger meat
2667,16-06-2015,fruit/vegetable juice
1829,19-06-2015,pork
1376,30-06-2015,soda
2953,04-01-2015,frozen fruits
3465,14-06-2015,berries
3120,23-12-2015,berries
1301,07-01-2015,soda
1865,18-10-2015,dessert
2772,04-12-2015,napkins
1875,22-05-2015,berries
3358,29-03-2015,bottled beer
3255,05-11-2015,frozen dessert
3877,27-05-2015,berries
1480,24-08-2015,packaged fruit/vegetables
2850,27-03-2015,finished products
1699,07-07-2015,chicken
3258,20-05-2015,rum
4717,03-05-2015,tropical fruit
3307,28-06-2015,bottled water
2332,15-12-2015,root vegetables
2431,27-10-2015,newspapers
2312,26-03-2015,red/blush wine
2232,15-01-2015,specialty chocolate
3998,14-12-2015,berries
3054,28-06-2015,pip fruit
4550,26-03-2015,chicken
1075,20-07-2015,frozen meals
3898,11-04-2015,pork
3374,27-08-2015,pork
4262,25-04-2015,other vegetables
1151,17-09-2015,pip fruit
3669,17-01-2015,white wine
4222,27-12-2015,tropical fruit
1914,04-06-2015,rolls/buns
1306,20-11-2015,chocolate marshmallow
4229,20-08-2015,other vegetables
2145,12-12-2015,coffee
1977,12-01-2015,beef
4552,19-06-2015,soda
4013,18-03-2015,root vegetables
4566,30-08-2015,pastry
3111,23-12-2015,white bread
3699,12-12-2015,pastry
2895,14-08-2015,hamburger meat
3868,19-08-2015,domestic eggs
3215,24-04-2015,curd
2461,04-10-2015,whole milk
1452,25-11-2015,other vegetables
4618,16-12-2015,sliced cheese
4721,23-05-2015,canned vegetables
2712,21-06-2015,grapes
1458,24-08-2015,canned beer
3746,09-11-2015,tropical fruit
3596,20-04-2015,citrus fruit
4120,11-12-2015,pip fruit
3215,21-07-2015,canned beer
1674,02-04-2015,shopping bags
3310,14-05-2015,white bread
4783,01-06-2015,chewing gum
3741,14-06-2015,pastry
2466,10-10-2015,whole milk
1653,07-12-2015,frozen vegetables
2070,28-06-2015,spread cheese
1749,04-01-2015,specialty cheese
2625,18-02-2015,whole milk
3002,21-01-2015,grapes
1064,25-07-2015,root vegetables
2127,19-11-2015,bottled beer
4392,16-08-2015,margarine
1649,26-05-2015,salty snack
4375,29-04-2015,soda
1699,25-09-2015,margarine
2682,01-12-2015,herbs
2022,03-06-2015,other vegetables
2669,29-03-2015,bottled beer
3025,19-10-2015,herbs
3019,19-12-2015,soda
4801,04-08-2015,butter milk
3679,25-09-2015,brown bread
3380,16-02-2015,yogurt
3354,29-11-2015,canned fish
1756,23-09-2015,onions
3172,01-03-2015,pickled vegetables
3341,15-12-2015,hamburger meat
1113,05-08-2015,specialty bar
3339,08-12-2015,whole milk
3015,10-10-2015,white bread
3144,27-04-2015,pip fruit
4106,06-03-2015,yogurt
1798,01-01-2015,pastry
1493,22-05-2015,yogurt
4454,23-12-2015,bottled water
2935,09-01-2015,canned beer
3328,12-09-2015,shopping bags
3915,30-09-2015,pip fruit
1968,21-08-2015,margarine
4355,13-03-2015,misc. beverages
1580,07-08-2015,pip fruit
3703,24-01-2015,domestic eggs
1497,18-04-2015,liquor (appetizer)
1340,13-03-2015,whole milk
1102,27-06-2015,white bread
4223,07-10-2015,pastry
4190,27-12-2015,soda
4695,22-07-2015,margarine
1421,23-02-2015,citrus fruit
3293,09-05-2015,bottled beer
3543,25-02-2015,brown bread
1153,26-10-2015,soft cheese
4097,14-11-2015,other vegetables
1073,03-12-2015,brown bread
3390,21-02-2015,yogurt
1768,19-05-2015,other vegetables
1186,26-04-2015,whole milk
4138,04-09-2015,yogurt
2816,11-10-2015,other vegetables
2568,19-05-2015,other vegetables
4512,07-03-2015,butter
1628,19-11-2015,pastry
3911,05-03-2015,brown bread
3736,31-03-2015,whole milk
4644,02-07-2015,other vegetables
1583,31-05-2015,pastry
3338,17-08-2015,snack products
2427,08-01-2015,butter
1302,26-08-2015,butter
4499,29-10-2015,berries
1785,03-02-2015,grapes
3961,24-12-2015,bottled water
2326,16-07-2015,whole milk
1319,18-08-2015,grapes
2370,06-05-2015,UHT-milk
3118,27-03-2015,citrus fruit
1067,05-03-2015,tropical fruit
2870,25-10-2015,beef
3843,17-10-2015,flower (seeds)
1978,06-03-2015,brown bread
1849,25-06-2015,soda
4077,04-08-2015,other vegetables
2494,03-09-2015,UHT-milk
1442,31-08-2015,misc. beverages
3840,28-07-2015,yogurt
4288,26-05-2015,white wine
4877,14-06-2015,domestic eggs
3215,31-01-2015,tropical fruit
2425,20-02-2015,other vegetables
2345,17-12-2015,whole milk
1967,27-10-2015,grapes
2231,03-12-2015,whipped/sour cream
3946,13-02-2015,whipped/sour cream
3062,01-08-2015,rolls/buns
2389,13-11-2015,rolls/buns
3599,21-11-2015,whipped/sour cream
1737,05-09-2015,condensed milk
3612,24-06-2015,flour
4070,27-07-2015,other vegetables
3206,29-06-2015,curd
4065,05-05-2015,canned beer
3804,21-06-2015,butter milk
3308,23-10-2015,brown bread
2594,21-05-2015,whole milk
4521,15-09-2015,chewing gum
2226,20-02-2015,pork
3620,16-05-2015,whole milk
1277,23-10-2015,other vegetables
3704,28-09-2015,yogurt
3815,27-06-2015,rolls/buns
1724,23-07-2015,canned beer
1619,29-10-2015,root vegetables
2193,30-09-2015,whole milk
4319,26-10-2015,hard cheese
1836,08-09-2015,herbs
1593,31-01-2015,other vegetables
4082,18-01-2015,brandy
2934,13-09-2015,UHT-milk
2577,26-01-2015,other vegetables
4944,03-10-2015,semi-finished bread
3439,25-08-2015,canned beer
2475,07-05-2015,fish
2492,11-05-2015,other vegetables
2337,10-05-2015,waffles
4779,09-11-2015,chewing gum
2661,01-05-2015,tropical fruit
1136,03-11-2015,whole milk
4286,12-09-2015,photo/film
2810,29-01-2015,butter
3294,10-04-2015,onions
1567,01-04-2015,pot plants
4381,19-08-2015,chicken
2340,10-10-2015,whole milk
2570,24-08-2015,oil
4922,17-12-2015,butter
1339,23-05-2015,other vegetables
2245,03-04-2015,yogurt
3583,23-09-2015,whole milk
3469,20-05-2015,hard cheese
4092,29-03-2015,beef
1629,08-06-2015,tropical fruit
4763,28-10-2015,hard cheese
4202,02-12-2015,pip fruit
2314,02-11-2015,other vegetables
2903,02-08-2015,other vegetables
4320,11-12-2015,whipped/sour cream
4810,15-08-2015,dog food
1700,30-10-2015,other vegetables
3272,21-06-2015,yogurt
3762,20-08-2015,rolls/buns
1125,12-05-2015,shopping bags
3500,31-01-2015,pastry
1174,26-01-2015,whipped/sour cream
4875,26-10-2015,whole milk
4871,19-09-2015,whole milk
3009,14-08-2015,tropical fruit
3593,20-09-2015,grapes
4954,24-09-2015,whole milk
4864,05-11-2015,baking powder
4464,04-03-2015,sugar
3089,17-10-2015,soda
3764,10-11-2015,dog food
1804,26-01-2015,cream cheese 
4804,14-07-2015,sliced cheese
3545,30-11-2015,whipped/sour cream
3904,30-01-2015,whipped/sour cream
1893,11-01-2015,fruit/vegetable juice
3418,13-03-2015,detergent
3694,10-02-2015,rolls/buns
2613,03-02-2015,yogurt
3141,16-11-2015,other vegetables
4501,26-03-2015,berries
3424,01-05-2015,root vegetables
2564,12-05-2015,pastry
2575,22-02-2015,beef
4507,15-08-2015,citrus fruit
1492,29-01-2015,cream cheese 
1514,08-04-2015,citrus fruit
